País;Categoría;año;Valor
Colombia;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;759327,37
Colombia;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;7156245,62
Colombia;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Colombia;24 TABACO Y SUS SUCEDÁNEOS;2013;34682,01
Colombia;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;6278,59
Colombia;26 MINERALES, ESCORIAS Y CENIZAS;2013;20,16
Colombia;27 COMBUSTIBLES, ACEITES MINERAL.;2013;1812699224
Colombia;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;1840994,9
Colombia;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;182580,87
Colombia;30 PRODUCTOS FARMACÉUTICOS;2013;27639,07
Colombia;31 ABONOS;2013;171307,16
Colombia;32 TANINO, MATERIAS COLORANTES, P;2013;5214545,99
Colombia;33 ACEITES ESENCIALES, PERFUMER.;2013;2089515,18
Colombia;34 JABONES, LUBRICANTES, CERAS;2013;661738,99
Colombia;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;1265243,14
Colombia;36 PÓLVORAS Y EXPLOSIVOS;2013;41232,86
Colombia;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;1057,85
Colombia;38 OTROS PRODUCTOS QUÍMICOS;2013;2508,21
Colombia;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;8695356,55
Colombia;40 CAUCHO Y SUS MANUFACTURAS;2013;175340,43
Colombia;41 PIELES (EXC. PELETER.), CUEROS;2013;4070398,75
Colombia;42 MANUFACT. DE CUERO, MARROQUINE;2013;305392,56
Colombia;43 PELETERÍA Y SUS CONFECCIONES;2013;
Colombia;44 MADERA Y SUS MANUFACTURAS;2013;144700,81
Colombia;45 CORCHO Y SUS MANUFACTURAS;2013;
Colombia;46 MANUFACTURAS DE CESTERÍA;2013;34678,82
Colombia;47 PASTA DE MADERA, PAPEL RECICL.;2013;30,9
Colombia;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;177504,34
Colombia;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;579770,02
Colombia;50 SEDA;2013;
Colombia;51 LANA Y PELO FINO;2013;
Colombia;52 ALGODÓN;2013;8890,2
Colombia;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;59,84
Colombia;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;1355042,93
Colombia;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;361,35
Colombia;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;1797,46
Colombia;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;6587,31
Colombia;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;3566,2
Colombia;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;1228,34
Colombia;60 TEJIDOS DE PUNTO;2013;598,71
Colombia;61 PRENDAS DE VESTIR, DE PUNTO;2013;1253547,32
Colombia;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;2324512,44
Colombia;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;1405338,64
Colombia;64 CALZADO, SUS PARTES;2013;19625,91
Colombia;65 ARTÍCULOS DE SOMBRERERÍA;2013;25390,85
Colombia;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;1482,98
Colombia;67 PLUMAS Y PLUMÓN PREPARADOS;2013;819,07
Colombia;68 MANUFACTURAS DE PIEDRA, YESO;2013;807,84
Colombia;69 PRODUCTOS CERÁMICOS;2013;1185202,67
Colombia;70 VIDRIO Y SUS MANUFACTURAS;2013;469101,38
Colombia;71 PIEDRA, METAL. PRECIO., JOYER.;2013;521862,35
Colombia;72 FUNDICIÓN, HIERRO Y ACERO;2013;41741887
Colombia;73 MANUF. DE FUNDIC., HIER./ACERO;2013;15167,71
Colombia;74 COBRE Y SUS MANUFACTURAS;2013;1793441,85
Colombia;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Colombia;76 ALUMINIO Y SUS MANUFACTURAS;2013;2235730,6
Colombia;78 PLOMO Y SUS MANUFACTURAS;2013;667650,06
Colombia;79 CINC Y SUS MANUFACTURAS;2013;14009,09
Colombia;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Colombia;81 OTROS METAL. COMUNES, CERMETS;2013;
Colombia;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;175338,21
Colombia;83 MANUFACT. DIVERSAS DE METALES;2013;20326,07
Colombia;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;6459883,19
Colombia;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;1138901,02
Colombia;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;26934,15
Colombia;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;41929,29
Colombia;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;1680484,76
Colombia;89 BARCOS Y EMBARCACIONES;2013;174903,79
Colombia;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;208579,42
Colombia;91 RELOJERÍA;2013;75434,33
Colombia;92 INSTRUMENTOS MUSICALES;2013;5186,51
Colombia;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Colombia;94 MUEBLES, SILLAS, LÁMPARAS;2013;35489,27
Colombia;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;274286,17
Colombia;96 MANUFACTURAS DIVERSAS;2013;157197,85
Colombia;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;12753,52
Colombia;98 CONJUNT. INDUST., REGL. 840/96;2013;
Colombia;99 CONJUNT. DE OTROS PRODUCTOS;2013;472777,94
Costa de Marfil;00 COMERCIO CONFIDENCIAL;2013;
Costa de Marfil;01 ANIMALES VIVOS;2013;
Costa de Marfil;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Costa de Marfil;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;4456364,78
Costa de Marfil;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Costa de Marfil;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Costa de Marfil;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;
Costa de Marfil;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;
Costa de Marfil;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;19510694,71
Costa de Marfil;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;15611857,37
Costa de Marfil;10 CEREALES;2013;
Costa de Marfil;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Costa de Marfil;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;4414494,65
Costa de Marfil;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Costa de Marfil;14 MATERIAS TRENZABLES;2013;338444,01
Costa de Marfil;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;1333543,29
Costa de Marfil;16 CONSERVAS DE CARNE O PESCADO;2013;288442,92
Costa de Marfil;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;6468078,5
Costa de Marfil;18 CACAO Y SUS PREPARACIONES;2013;79933179,87
Costa de Marfil;19 PRODUC. DE CEREALES, DE PASTEL;2013;78757,3
Costa de Marfil;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;
Costa de Marfil;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;
Costa de Marfil;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;135,11
Costa de Marfil;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;1208161,76
Costa de Marfil;24 TABACO Y SUS SUCEDÁNEOS;2013;
Costa de Marfil;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;
Costa de Marfil;26 MINERALES, ESCORIAS Y CENIZAS;2013;160988,03
Costa de Marfil;27 COMBUSTIBLES, ACEITES MINERAL.;2013;
Costa de Marfil;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;614,05
Costa de Marfil;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;
Costa de Marfil;30 PRODUCTOS FARMACÉUTICOS;2013;
Costa de Marfil;31 ABONOS;2013;
Costa de Marfil;32 TANINO, MATERIAS COLORANTES, P;2013;
Costa de Marfil;33 ACEITES ESENCIALES, PERFUMER.;2013;257,67
Costa de Marfil;34 JABONES, LUBRICANTES, CERAS;2013;186,07
Costa de Marfil;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Costa de Marfil;36 PÓLVORAS Y EXPLOSIVOS;2013;
Costa de Marfil;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Costa de Marfil;38 OTROS PRODUCTOS QUÍMICOS;2013;
Costa de Marfil;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;9257,51
Costa de Marfil;40 CAUCHO Y SUS MANUFACTURAS;2013;66852214,03
Costa de Marfil;41 PIELES (EXC. PELETER.), CUEROS;2013;
Costa de Marfil;42 MANUFACT. DE CUERO, MARROQUINE;2013;
Costa de Marfil;43 PELETERÍA Y SUS CONFECCIONES;2013;
Costa de Marfil;44 MADERA Y SUS MANUFACTURAS;2013;9985340,81
Costa de Marfil;45 CORCHO Y SUS MANUFACTURAS;2013;
Costa de Marfil;46 MANUFACTURAS DE CESTERÍA;2013;
Costa de Marfil;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Costa de Marfil;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;
Costa de Marfil;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;7,55
Costa de Marfil;50 SEDA;2013;
Costa de Marfil;51 LANA Y PELO FINO;2013;
Costa de Marfil;52 ALGODÓN;2013;318235,93
Costa de Marfil;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Costa de Marfil;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;
Costa de Marfil;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;
Costa de Marfil;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;500
Costa de Marfil;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Costa de Marfil;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;
Costa de Marfil;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;
Costa de Marfil;60 TEJIDOS DE PUNTO;2013;
Costa de Marfil;61 PRENDAS DE VESTIR, DE PUNTO;2013;2571,81
Costa de Marfil;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;958,88
Costa de Marfil;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;
Costa de Marfil;64 CALZADO, SUS PARTES;2013;87,52
Costa de Marfil;65 ARTÍCULOS DE SOMBRERERÍA;2013;
Costa de Marfil;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Costa de Marfil;67 PLUMAS Y PLUMÓN PREPARADOS;2013;
Costa de Marfil;68 MANUFACTURAS DE PIEDRA, YESO;2013;
Costa de Marfil;69 PRODUCTOS CERÁMICOS;2013;
Costa de Marfil;70 VIDRIO Y SUS MANUFACTURAS;2013;533,35
Costa de Marfil;71 PIEDRA, METAL. PRECIO., JOYER.;2013;
Costa de Marfil;72 FUNDICIÓN, HIERRO Y ACERO;2013;28291,88
Costa de Marfil;73 MANUF. DE FUNDIC., HIER./ACERO;2013;433,23
Costa de Marfil;74 COBRE Y SUS MANUFACTURAS;2013;672478,4
Costa de Marfil;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Costa de Marfil;76 ALUMINIO Y SUS MANUFACTURAS;2013;
Costa de Marfil;78 PLOMO Y SUS MANUFACTURAS;2013;1330107,47
Costa de Marfil;79 CINC Y SUS MANUFACTURAS;2013;
Costa de Marfil;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Costa de Marfil;81 OTROS METAL. COMUNES, CERMETS;2013;
Costa de Marfil;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;95,76
Costa de Marfil;83 MANUFACT. DIVERSAS DE METALES;2013;105,6
Costa de Marfil;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;371216,18
Costa de Marfil;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;431814,33
Costa de Marfil;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Costa de Marfil;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;
Costa de Marfil;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;
Costa de Marfil;89 BARCOS Y EMBARCACIONES;2013;3842,7
Costa de Marfil;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;6594,84
Costa de Marfil;91 RELOJERÍA;2013;601,8
Costa de Marfil;92 INSTRUMENTOS MUSICALES;2013;
Costa de Marfil;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Costa de Marfil;94 MUEBLES, SILLAS, LÁMPARAS;2013;
Costa de Marfil;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;500,4
Costa de Marfil;96 MANUFACTURAS DIVERSAS;2013;
Costa de Marfil;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;
Costa de Marfil;98 CONJUNT. INDUST., REGL. 840/96;2013;
Costa de Marfil;99 CONJUNT. DE OTROS PRODUCTOS;2013;3065,89
Egipto;00 COMERCIO CONFIDENCIAL;2013;
Egipto;01 ANIMALES VIVOS;2013;1909,98
Egipto;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Egipto;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;36798,96
Egipto;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Egipto;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;4463522,98
Egipto;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;7260
Egipto;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;12663668,74
Egipto;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;138686,21
Egipto;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;583297,91
Egipto;10 CEREALES;2013;276645,2
Egipto;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Egipto;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;3378087,5
Egipto;13 JUGOS Y EXTRACTOS VEGETALES;2013;8695,54
Egipto;14 MATERIAS TRENZABLES;2013;
Egipto;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;4856530,16
Egipto;16 CONSERVAS DE CARNE O PESCADO;2013;
Egipto;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;6005392,72
Egipto;18 CACAO Y SUS PREPARACIONES;2013;
Egipto;19 PRODUC. DE CEREALES, DE PASTEL;2013;
Egipto;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;2347795,37
Egipto;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;38912,74
Egipto;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;19133,01
Egipto;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;20069076,66
Egipto;24 TABACO Y SUS SUCEDÁNEOS;2013;842544,83
Egipto;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;4183040,11
Egipto;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Egipto;27 COMBUSTIBLES, ACEITES MINERAL.;2013;375172527,3
Egipto;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;60369731,76
Egipto;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;39264634,58
Egipto;30 PRODUCTOS FARMACÉUTICOS;2013;441310,48
Egipto;31 ABONOS;2013;102983968,4
Egipto;32 TANINO, MATERIAS COLORANTES, P;2013;1277059,64
Egipto;33 ACEITES ESENCIALES, PERFUMER.;2013;1129853,95
Egipto;34 JABONES, LUBRICANTES, CERAS;2013;331081,91
Egipto;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;153662,01
Egipto;36 PÓLVORAS Y EXPLOSIVOS;2013;
Egipto;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Egipto;38 OTROS PRODUCTOS QUÍMICOS;2013;10936270,14
Egipto;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;25505081,47
Egipto;40 CAUCHO Y SUS MANUFACTURAS;2013;2922633,74
Egipto;41 PIELES (EXC. PELETER.), CUEROS;2013;30115436,72
Egipto;42 MANUFACT. DE CUERO, MARROQUINE;2013;24529,69
Egipto;43 PELETERÍA Y SUS CONFECCIONES;2013;696,43
Egipto;44 MADERA Y SUS MANUFACTURAS;2013;40309,88
Egipto;45 CORCHO Y SUS MANUFACTURAS;2013;
Egipto;46 MANUFACTURAS DE CESTERÍA;2013;7416,63
Egipto;47 PASTA DE MADERA, PAPEL RECICL.;2013;100
Egipto;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;104751,84
Egipto;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;11191,71
Egipto;50 SEDA;2013;
Egipto;51 LANA Y PELO FINO;2013;
Egipto;52 ALGODÓN;2013;5066288,05
Egipto;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;280949,46
Egipto;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;64020,64
Egipto;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;810684,64
Egipto;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;375721,41
Egipto;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;7752071,11
Egipto;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;16995,75
Egipto;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;3231,01
Egipto;60 TEJIDOS DE PUNTO;2013;4293,31
Egipto;61 PRENDAS DE VESTIR, DE PUNTO;2013;14174790,4
Egipto;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;48654095,23
Egipto;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;10682568,51
Egipto;64 CALZADO, SUS PARTES;2013;81571,47
Egipto;65 ARTÍCULOS DE SOMBRERERÍA;2013;49205,38
Egipto;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;5,52
Egipto;67 PLUMAS Y PLUMÓN PREPARADOS;2013;
Egipto;68 MANUFACTURAS DE PIEDRA, YESO;2013;1056618,82
Egipto;69 PRODUCTOS CERÁMICOS;2013;956269,52
Egipto;70 VIDRIO Y SUS MANUFACTURAS;2013;1403350,57
Egipto;71 PIEDRA, METAL. PRECIO., JOYER.;2013;6216,72
Egipto;72 FUNDICIÓN, HIERRO Y ACERO;2013;32500124,55
Egipto;73 MANUF. DE FUNDIC., HIER./ACERO;2013;1192553,57
Egipto;74 COBRE Y SUS MANUFACTURAS;2013;600,44
Egipto;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Egipto;76 ALUMINIO Y SUS MANUFACTURAS;2013;20220315,28
Egipto;78 PLOMO Y SUS MANUFACTURAS;2013;1755368,39
Egipto;79 CINC Y SUS MANUFACTURAS;2013;
Egipto;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Egipto;81 OTROS METAL. COMUNES, CERMETS;2013;
Egipto;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;164813,16
Egipto;83 MANUFACT. DIVERSAS DE METALES;2013;7120,13
Egipto;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;9261809,65
Egipto;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;17347790,67
Egipto;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Egipto;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;78335,26
Egipto;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;250257,91
Egipto;89 BARCOS Y EMBARCACIONES;2013;5242,66
Egipto;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;91624,69
Egipto;91 RELOJERÍA;2013;
Egipto;92 INSTRUMENTOS MUSICALES;2013;976,41
Egipto;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Egipto;94 MUEBLES, SILLAS, LÁMPARAS;2013;1859299,33
Egipto;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;1878,72
Egipto;96 MANUFACTURAS DIVERSAS;2013;1033176,37
Egipto;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;6455,02
Egipto;98 CONJUNT. INDUST., REGL. 840/96;2013;
Egipto;99 CONJUNT. DE OTROS PRODUCTOS;2013;101679,01
Fiyi;00 COMERCIO CONFIDENCIAL;2013;
Fiyi;01 ANIMALES VIVOS;2013;
Fiyi;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Fiyi;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;938765,77
Fiyi;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Fiyi;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Fiyi;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;
Fiyi;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;
Fiyi;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;
Fiyi;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;
Fiyi;10 CEREALES;2013;
Fiyi;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Fiyi;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;184789,64
Fiyi;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Fiyi;14 MATERIAS TRENZABLES;2013;
Fiyi;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;
Fiyi;16 CONSERVAS DE CARNE O PESCADO;2013;
Fiyi;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;
Fiyi;18 CACAO Y SUS PREPARACIONES;2013;
Fiyi;19 PRODUC. DE CEREALES, DE PASTEL;2013;
Fiyi;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;
Fiyi;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;
Fiyi;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;100
Fiyi;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Fiyi;24 TABACO Y SUS SUCEDÁNEOS;2013;
Fiyi;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;
Fiyi;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Fiyi;27 COMBUSTIBLES, ACEITES MINERAL.;2013;
Fiyi;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;
Fiyi;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;
Fiyi;30 PRODUCTOS FARMACÉUTICOS;2013;
Fiyi;31 ABONOS;2013;
Fiyi;32 TANINO, MATERIAS COLORANTES, P;2013;
Fiyi;33 ACEITES ESENCIALES, PERFUMER.;2013;
Fiyi;34 JABONES, LUBRICANTES, CERAS;2013;
Fiyi;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Fiyi;36 PÓLVORAS Y EXPLOSIVOS;2013;
Fiyi;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Fiyi;38 OTROS PRODUCTOS QUÍMICOS;2013;
Fiyi;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;
Fiyi;40 CAUCHO Y SUS MANUFACTURAS;2013;
Fiyi;41 PIELES (EXC. PELETER.), CUEROS;2013;
Fiyi;42 MANUFACT. DE CUERO, MARROQUINE;2013;
Fiyi;43 PELETERÍA Y SUS CONFECCIONES;2013;
Fiyi;44 MADERA Y SUS MANUFACTURAS;2013;941,93
Fiyi;45 CORCHO Y SUS MANUFACTURAS;2013;
Fiyi;46 MANUFACTURAS DE CESTERÍA;2013;
Fiyi;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Fiyi;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;
Fiyi;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;
Fiyi;50 SEDA;2013;
Fiyi;51 LANA Y PELO FINO;2013;
Fiyi;52 ALGODÓN;2013;
Fiyi;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Fiyi;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;
Fiyi;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;
Fiyi;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;
Fiyi;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Fiyi;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;
Fiyi;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;
Fiyi;60 TEJIDOS DE PUNTO;2013;
Fiyi;61 PRENDAS DE VESTIR, DE PUNTO;2013;23,99
Fiyi;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;
Fiyi;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;1500
Fiyi;64 CALZADO, SUS PARTES;2013;
Fiyi;65 ARTÍCULOS DE SOMBRERERÍA;2013;
Fiyi;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Fiyi;67 PLUMAS Y PLUMÓN PREPARADOS;2013;
Fiyi;68 MANUFACTURAS DE PIEDRA, YESO;2013;
Fiyi;69 PRODUCTOS CERÁMICOS;2013;
Fiyi;70 VIDRIO Y SUS MANUFACTURAS;2013;
Fiyi;71 PIEDRA, METAL. PRECIO., JOYER.;2013;
Fiyi;72 FUNDICIÓN, HIERRO Y ACERO;2013;
Fiyi;73 MANUF. DE FUNDIC., HIER./ACERO;2013;
Fiyi;74 COBRE Y SUS MANUFACTURAS;2013;
Fiyi;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Fiyi;76 ALUMINIO Y SUS MANUFACTURAS;2013;
Fiyi;78 PLOMO Y SUS MANUFACTURAS;2013;
Fiyi;79 CINC Y SUS MANUFACTURAS;2013;
Fiyi;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Fiyi;81 OTROS METAL. COMUNES, CERMETS;2013;
Fiyi;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;
Fiyi;83 MANUFACT. DIVERSAS DE METALES;2013;
Fiyi;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;
Fiyi;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;2911,4
Fiyi;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Fiyi;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;
Fiyi;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;
Fiyi;89 BARCOS Y EMBARCACIONES;2013;2000
Fiyi;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;201,36
Fiyi;91 RELOJERÍA;2013;
Fiyi;92 INSTRUMENTOS MUSICALES;2013;
Fiyi;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Fiyi;94 MUEBLES, SILLAS, LÁMPARAS;2013;
Fiyi;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;
Fiyi;96 MANUFACTURAS DIVERSAS;2013;
Fiyi;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;
Fiyi;98 CONJUNT. INDUST., REGL. 840/96;2013;
Fiyi;99 CONJUNT. DE OTROS PRODUCTOS;2013;1702,74
Grecia;00 COMERCIO CONFIDENCIAL;2013;
Grecia;01 ANIMALES VIVOS;2013;
Grecia;02 CARNE Y DESPOJOS COMESTIBLES;2013;2449402,81
Grecia;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;83818982,75
Grecia;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;2130749,07
Grecia;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;1847848,66
Grecia;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;36629
Grecia;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;480653,26
Grecia;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;6841705,45
Grecia;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;232009,48
Grecia;10 CEREALES;2013;1255690,18
Grecia;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Grecia;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;7485762,69
