País;Categoría;año;Valor
Malasia;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;73271,08
Malasia;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;1081104,27
Malasia;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;12351047,48
Malasia;24 TABACO Y SUS SUCEDÁNEOS;2013;74900
Malasia;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;3756,71
Malasia;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Malasia;27 COMBUSTIBLES, ACEITES MINERAL.;2013;4253,52
Malasia;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;119205,57
Malasia;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;9017143,66
Malasia;30 PRODUCTOS FARMACÉUTICOS;2013;407998,95
Malasia;31 ABONOS;2013;667,36
Malasia;32 TANINO, MATERIAS COLORANTES, P;2013;3230713,55
Malasia;33 ACEITES ESENCIALES, PERFUMER.;2013;70907,57
Malasia;34 JABONES, LUBRICANTES, CERAS;2013;1733508,72
Malasia;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;75113,39
Malasia;36 PÓLVORAS Y EXPLOSIVOS;2013;
Malasia;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;163157,53
Malasia;38 OTROS PRODUCTOS QUÍMICOS;2013;69867157,4
Malasia;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;25165372,28
Malasia;40 CAUCHO Y SUS MANUFACTURAS;2013;74511038,49
Malasia;41 PIELES (EXC. PELETER.), CUEROS;2013;38577,1
Malasia;42 MANUFACT. DE CUERO, MARROQUINE;2013;33304,95
Malasia;43 PELETERÍA Y SUS CONFECCIONES;2013;
Malasia;44 MADERA Y SUS MANUFACTURAS;2013;1745825,95
Malasia;45 CORCHO Y SUS MANUFACTURAS;2013;
Malasia;46 MANUFACTURAS DE CESTERÍA;2013;
Malasia;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Malasia;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;311382,33
Malasia;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;2336110,18
Malasia;50 SEDA;2013;948
Malasia;51 LANA Y PELO FINO;2013;
Malasia;52 ALGODÓN;2013;7810,93
Malasia;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Malasia;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;2411263,3
Malasia;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;985115,84
Malasia;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;392684,43
Malasia;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Malasia;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;117082,2
Malasia;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;2044,46
Malasia;60 TEJIDOS DE PUNTO;2013;41823,08
Malasia;61 PRENDAS DE VESTIR, DE PUNTO;2013;3111307,77
Malasia;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;4226350,88
Malasia;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;191922,94
Malasia;64 CALZADO, SUS PARTES;2013;273002,41
Malasia;65 ARTÍCULOS DE SOMBRERERÍA;2013;103905,26
Malasia;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Malasia;67 PLUMAS Y PLUMÓN PREPARADOS;2013;5026,68
Malasia;68 MANUFACTURAS DE PIEDRA, YESO;2013;322658,44
Malasia;69 PRODUCTOS CERÁMICOS;2013;1247297,04
Malasia;70 VIDRIO Y SUS MANUFACTURAS;2013;3783503,7
Malasia;71 PIEDRA, METAL. PRECIO., JOYER.;2013;9464,74
Malasia;72 FUNDICIÓN, HIERRO Y ACERO;2013;958048,89
Malasia;73 MANUF. DE FUNDIC., HIER./ACERO;2013;9655955,14
Malasia;74 COBRE Y SUS MANUFACTURAS;2013;2469235,85
Malasia;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Malasia;76 ALUMINIO Y SUS MANUFACTURAS;2013;636061,85
Malasia;78 PLOMO Y SUS MANUFACTURAS;2013;
Malasia;79 CINC Y SUS MANUFACTURAS;2013;
Malasia;80 ESTAÑO Y SUS MANUFACTURAS;2013;2145852,34
Malasia;81 OTROS METAL. COMUNES, CERMETS;2013;
Malasia;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;237603,31
Malasia;83 MANUFACT. DIVERSAS DE METALES;2013;273587,15
Malasia;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;67328181,08
Malasia;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;68680624,49
Malasia;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;6000
Malasia;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;11491931,54
Malasia;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;4234229,38
Malasia;89 BARCOS Y EMBARCACIONES;2013;
Malasia;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;34478802,16
Malasia;91 RELOJERÍA;2013;43037,54
Malasia;92 INSTRUMENTOS MUSICALES;2013;693,48
Malasia;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Malasia;94 MUEBLES, SILLAS, LÁMPARAS;2013;7280573,17
Malasia;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;4839069,38
Malasia;96 MANUFACTURAS DIVERSAS;2013;1115293,69
Malasia;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;866,89
Malasia;98 CONJUNT. INDUST., REGL. 840/96;2013;
Malasia;99 CONJUNT. DE OTROS PRODUCTOS;2013;134748,57
Nigeria;00 COMERCIO CONFIDENCIAL;2013;
Nigeria;01 ANIMALES VIVOS;2013;
Nigeria;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Nigeria;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;1086242,19
Nigeria;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Nigeria;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Nigeria;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;
Nigeria;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;79028,22
Nigeria;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;
Nigeria;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;80497,19
Nigeria;10 CEREALES;2013;
Nigeria;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Nigeria;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;142619,34
Nigeria;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Nigeria;14 MATERIAS TRENZABLES;2013;
Nigeria;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;153
Nigeria;16 CONSERVAS DE CARNE O PESCADO;2013;
Nigeria;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;
Nigeria;18 CACAO Y SUS PREPARACIONES;2013;30075179,43
Nigeria;19 PRODUC. DE CEREALES, DE PASTEL;2013;
Nigeria;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;
Nigeria;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;106586,5
Nigeria;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;662,89
Nigeria;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;147989,95
Nigeria;24 TABACO Y SUS SUCEDÁNEOS;2013;
Nigeria;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;199,94
Nigeria;26 MINERALES, ESCORIAS Y CENIZAS;2013;996066,79
Nigeria;27 COMBUSTIBLES, ACEITES MINERAL.;2013;5582428560
Nigeria;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;
Nigeria;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;270,21
Nigeria;30 PRODUCTOS FARMACÉUTICOS;2013;159,1
Nigeria;31 ABONOS;2013;2882705,87
Nigeria;32 TANINO, MATERIAS COLORANTES, P;2013;56377,64
Nigeria;33 ACEITES ESENCIALES, PERFUMER.;2013;285,32
Nigeria;34 JABONES, LUBRICANTES, CERAS;2013;
Nigeria;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;
Nigeria;36 PÓLVORAS Y EXPLOSIVOS;2013;
Nigeria;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Nigeria;38 OTROS PRODUCTOS QUÍMICOS;2013;705,69
Nigeria;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;306375,48
Nigeria;40 CAUCHO Y SUS MANUFACTURAS;2013;15235990,89
Nigeria;41 PIELES (EXC. PELETER.), CUEROS;2013;25380911,06
Nigeria;42 MANUFACT. DE CUERO, MARROQUINE;2013;4182,17
Nigeria;43 PELETERÍA Y SUS CONFECCIONES;2013;
Nigeria;44 MADERA Y SUS MANUFACTURAS;2013;52624,39
Nigeria;45 CORCHO Y SUS MANUFACTURAS;2013;
Nigeria;46 MANUFACTURAS DE CESTERÍA;2013;
Nigeria;47 PASTA DE MADERA, PAPEL RECICL.;2013;
Nigeria;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;2184,64
Nigeria;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;7423,01
Nigeria;50 SEDA;2013;
Nigeria;51 LANA Y PELO FINO;2013;
Nigeria;52 ALGODÓN;2013;614842,59
Nigeria;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Nigeria;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;
Nigeria;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;
Nigeria;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;
Nigeria;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;
Nigeria;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;
Nigeria;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;2542
Nigeria;60 TEJIDOS DE PUNTO;2013;
Nigeria;61 PRENDAS DE VESTIR, DE PUNTO;2013;204,14
Nigeria;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;962,3
Nigeria;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;
Nigeria;64 CALZADO, SUS PARTES;2013;150,15
Nigeria;65 ARTÍCULOS DE SOMBRERERÍA;2013;
Nigeria;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Nigeria;67 PLUMAS Y PLUMÓN PREPARADOS;2013;12717,3
Nigeria;68 MANUFACTURAS DE PIEDRA, YESO;2013;90,93
Nigeria;69 PRODUCTOS CERÁMICOS;2013;
Nigeria;70 VIDRIO Y SUS MANUFACTURAS;2013;
Nigeria;71 PIEDRA, METAL. PRECIO., JOYER.;2013;
Nigeria;72 FUNDICIÓN, HIERRO Y ACERO;2013;
Nigeria;73 MANUF. DE FUNDIC., HIER./ACERO;2013;
Nigeria;74 COBRE Y SUS MANUFACTURAS;2013;1113770,84
Nigeria;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Nigeria;76 ALUMINIO Y SUS MANUFACTURAS;2013;325454,7
Nigeria;78 PLOMO Y SUS MANUFACTURAS;2013;5629885,01
Nigeria;79 CINC Y SUS MANUFACTURAS;2013;
Nigeria;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Nigeria;81 OTROS METAL. COMUNES, CERMETS;2013;
Nigeria;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;2406,69
Nigeria;83 MANUFACT. DIVERSAS DE METALES;2013;120,65
Nigeria;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;197957,4
Nigeria;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;2773824,29
Nigeria;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Nigeria;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;15042,17
Nigeria;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;6027,7
Nigeria;89 BARCOS Y EMBARCACIONES;2013;
Nigeria;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;2598,95
Nigeria;91 RELOJERÍA;2013;
Nigeria;92 INSTRUMENTOS MUSICALES;2013;
Nigeria;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Nigeria;94 MUEBLES, SILLAS, LÁMPARAS;2013;
Nigeria;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;
Nigeria;96 MANUFACTURAS DIVERSAS;2013;
Nigeria;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;
Nigeria;98 CONJUNT. INDUST., REGL. 840/96;2013;
Nigeria;99 CONJUNT. DE OTROS PRODUCTOS;2013;50468,92
Filipinas;00 COMERCIO CONFIDENCIAL;2013;
Filipinas;01 ANIMALES VIVOS;2013;5156,53
Filipinas;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Filipinas;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;21019395,86
Filipinas;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Filipinas;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;81267,53
Filipinas;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;54354,37
Filipinas;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;1273,06
Filipinas;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;2655875,5
Filipinas;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;510,82
Filipinas;10 CEREALES;2013;
Filipinas;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Filipinas;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;6149117,2
Filipinas;13 JUGOS Y EXTRACTOS VEGETALES;2013;3949499,96
Filipinas;14 MATERIAS TRENZABLES;2013;5378,72
Filipinas;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;16344912,44
Filipinas;16 CONSERVAS DE CARNE O PESCADO;2013;7715878,45
Filipinas;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;721339,12
Filipinas;18 CACAO Y SUS PREPARACIONES;2013;171145,81
Filipinas;19 PRODUC. DE CEREALES, DE PASTEL;2013;170279,72
Filipinas;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;11224162,03
Filipinas;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;191527,7
Filipinas;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;45396,52
Filipinas;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Filipinas;24 TABACO Y SUS SUCEDÁNEOS;2013;10552809
Filipinas;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;1905,23
Filipinas;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Filipinas;27 COMBUSTIBLES, ACEITES MINERAL.;2013;
Filipinas;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;340551,19
Filipinas;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;8145458,75
Filipinas;30 PRODUCTOS FARMACÉUTICOS;2013;20460,52
Filipinas;31 ABONOS;2013;
Filipinas;32 TANINO, MATERIAS COLORANTES, P;2013;112779,26
Filipinas;33 ACEITES ESENCIALES, PERFUMER.;2013;23994,86
Filipinas;34 JABONES, LUBRICANTES, CERAS;2013;13683,25
Filipinas;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;552,43
Filipinas;36 PÓLVORAS Y EXPLOSIVOS;2013;
Filipinas;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Filipinas;38 OTROS PRODUCTOS QUÍMICOS;2013;2336999,23
Filipinas;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;798743,61
Filipinas;40 CAUCHO Y SUS MANUFACTURAS;2013;78032,73
Filipinas;41 PIELES (EXC. PELETER.), CUEROS;2013;
Filipinas;42 MANUFACT. DE CUERO, MARROQUINE;2013;1202640,96
Filipinas;43 PELETERÍA Y SUS CONFECCIONES;2013;
Filipinas;44 MADERA Y SUS MANUFACTURAS;2013;192571,71
Filipinas;45 CORCHO Y SUS MANUFACTURAS;2013;
Filipinas;46 MANUFACTURAS DE CESTERÍA;2013;133792,1
Filipinas;47 PASTA DE MADERA, PAPEL RECICL.;2013;1939,14
Filipinas;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;87971,21
Filipinas;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;28623
Filipinas;50 SEDA;2013;
Filipinas;51 LANA Y PELO FINO;2013;
Filipinas;52 ALGODÓN;2013;1321,93
Filipinas;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;186074,87
Filipinas;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;4563,02
Filipinas;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;133003,82
Filipinas;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;183721,68
Filipinas;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;13137,62
Filipinas;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;8643,04
Filipinas;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;1136,15
Filipinas;60 TEJIDOS DE PUNTO;2013;8484
Filipinas;61 PRENDAS DE VESTIR, DE PUNTO;2013;6479203,43
Filipinas;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;9778177,94
Filipinas;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;35638,54
Filipinas;64 CALZADO, SUS PARTES;2013;4377,99
Filipinas;65 ARTÍCULOS DE SOMBRERERÍA;2013;352319,76
Filipinas;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;14833,95
Filipinas;67 PLUMAS Y PLUMÓN PREPARADOS;2013;22751,92
Filipinas;68 MANUFACTURAS DE PIEDRA, YESO;2013;5180,36
Filipinas;69 PRODUCTOS CERÁMICOS;2013;38055,14
Filipinas;70 VIDRIO Y SUS MANUFACTURAS;2013;71785,19
Filipinas;71 PIEDRA, METAL. PRECIO., JOYER.;2013;806635,38
Filipinas;72 FUNDICIÓN, HIERRO Y ACERO;2013;386532,74
Filipinas;73 MANUF. DE FUNDIC., HIER./ACERO;2013;1657270
Filipinas;74 COBRE Y SUS MANUFACTURAS;2013;5339,35
Filipinas;75 NÍQUEL Y SUS MANUFACTURAS;2013;6
Filipinas;76 ALUMINIO Y SUS MANUFACTURAS;2013;32769,37
Filipinas;78 PLOMO Y SUS MANUFACTURAS;2013;
Filipinas;79 CINC Y SUS MANUFACTURAS;2013;15878,06
Filipinas;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Filipinas;81 OTROS METAL. COMUNES, CERMETS;2013;
Filipinas;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;6626,36
Filipinas;83 MANUFACT. DIVERSAS DE METALES;2013;677255,03
Filipinas;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;14424579,91
Filipinas;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;11462640,18
Filipinas;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;9461,21
Filipinas;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;743866,35
Filipinas;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;62422,47
Filipinas;89 BARCOS Y EMBARCACIONES;2013;2166,68
Filipinas;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;6214161,12
Filipinas;91 RELOJERÍA;2013;232306,46
Filipinas;92 INSTRUMENTOS MUSICALES;2013;753,35
Filipinas;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;60805,74
Filipinas;94 MUEBLES, SILLAS, LÁMPARAS;2013;1754960,84
Filipinas;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;2384669,02
Filipinas;96 MANUFACTURAS DIVERSAS;2013;617226,26
Filipinas;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;8279,09
Filipinas;98 CONJUNT. INDUST., REGL. 840/96;2013;
Filipinas;99 CONJUNT. DE OTROS PRODUCTOS;2013;84493,39
Qatar;00 COMERCIO CONFIDENCIAL;2013;
Qatar;01 ANIMALES VIVOS;2013;
Qatar;02 CARNE Y DESPOJOS COMESTIBLES;2013;
Qatar;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;
Qatar;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
Qatar;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
Qatar;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;
Qatar;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;
Qatar;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;1137,06
Qatar;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;110,16
Qatar;10 CEREALES;2013;
Qatar;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;
Qatar;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;
Qatar;13 JUGOS Y EXTRACTOS VEGETALES;2013;
Qatar;14 MATERIAS TRENZABLES;2013;
Qatar;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;
Qatar;16 CONSERVAS DE CARNE O PESCADO;2013;
Qatar;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;
Qatar;18 CACAO Y SUS PREPARACIONES;2013;
Qatar;19 PRODUC. DE CEREALES, DE PASTEL;2013;
Qatar;20 CONSERVAS VERDURA O FRUTA, ZUM;2013;
Qatar;21 PREPARAC. ALIMENTICIAS DIVERSA;2013;4162,67
Qatar;22 BEBIDAS TODO TIPO (EXC. ZUMOS);2013;
Qatar;23 RESIDUOS INDUSTRIA ALIMENTARIA;2013;
Qatar;24 TABACO Y SUS SUCEDÁNEOS;2013;
Qatar;25 SAL, YESO, PIEDRAS S/ TRABAJAR;2013;
Qatar;26 MINERALES, ESCORIAS Y CENIZAS;2013;
Qatar;27 COMBUSTIBLES, ACEITES MINERAL.;2013;1112804557
Qatar;28 PRODUCT. QUÍMICOS INORGÁNICOS;2013;
Qatar;29 PRODUCTOS QUÍMICOS ORGÁNICOS;2013;1980221,1
Qatar;30 PRODUCTOS FARMACÉUTICOS;2013;44829,65
Qatar;31 ABONOS;2013;7078887,35
Qatar;32 TANINO, MATERIAS COLORANTES, P;2013;2466,43
Qatar;33 ACEITES ESENCIALES, PERFUMER.;2013;2652,42
Qatar;34 JABONES, LUBRICANTES, CERAS;2013;2008,34
Qatar;35 MATERIAS ALBUMINÓIDEAS, COLAS;2013;106,5
Qatar;36 PÓLVORAS Y EXPLOSIVOS;2013;
Qatar;37 PRODU. FOTOGRÁFIC. O CINEMATO.;2013;
Qatar;38 OTROS PRODUCTOS QUÍMICOS;2013;259,74
Qatar;39 MAT. PLÁSTICAS, SUS MANUFACTU.;2013;82649800,57
Qatar;40 CAUCHO Y SUS MANUFACTURAS;2013;242,95
Qatar;41 PIELES (EXC. PELETER.), CUEROS;2013;
Qatar;42 MANUFACT. DE CUERO, MARROQUINE;2013;22531,36
Qatar;43 PELETERÍA Y SUS CONFECCIONES;2013;
Qatar;44 MADERA Y SUS MANUFACTURAS;2013;45,43
Qatar;45 CORCHO Y SUS MANUFACTURAS;2013;
Qatar;46 MANUFACTURAS DE CESTERÍA;2013;
Qatar;47 PASTA DE MADERA, PAPEL RECICL.;2013;1127,19
Qatar;48 PAPEL, CARTÓN, SUS MANUFACTURA;2013;20033,46
Qatar;49 LIBROS, PUBLICACI., ARTES GRÁF;2013;24778,83
Qatar;50 SEDA;2013;
Qatar;51 LANA Y PELO FINO;2013;
Qatar;52 ALGODÓN;2013;
Qatar;53 OTRAS FIBRAS TEXTILES VEGETALE;2013;
Qatar;54 FILAMENTOS SINTÉTICOS O ARTIFI;2013;
Qatar;55 FIBRAS SINTÉ., ARTIF. DISCONT.;2013;642,2
Qatar;56 FIELTRO, TELA S/ TEJER, CORDEL;2013;
Qatar;57 ALFOMBRAS, REVESTI. TEXTILES S;2013;326,45
Qatar;58 TERCIOPELO, C/ BUCLES, TAPICER;2013;
Qatar;59 TEJIDOS TÉCNICOS, RECUBIERTOS;2013;278,48
Qatar;60 TEJIDOS DE PUNTO;2013;189,31
Qatar;61 PRENDAS DE VESTIR, DE PUNTO;2013;5074,19
Qatar;62 PRENDAS DE VESTIR, NO DE PUNTO;2013;13988,08
Qatar;63 ARTÍC. TEXTIL-HOGAR, PRENDERÍA;2013;189,28
Qatar;64 CALZADO, SUS PARTES;2013;
Qatar;65 ARTÍCULOS DE SOMBRERERÍA;2013;1094,85
Qatar;66 PARAGUAS, SOMBRILLAS, BASTONES;2013;
Qatar;67 PLUMAS Y PLUMÓN PREPARADOS;2013;
Qatar;68 MANUFACTURAS DE PIEDRA, YESO;2013;505,45
Qatar;69 PRODUCTOS CERÁMICOS;2013;
Qatar;70 VIDRIO Y SUS MANUFACTURAS;2013;169,4
Qatar;71 PIEDRA, METAL. PRECIO., JOYER.;2013;4723,33
Qatar;72 FUNDICIÓN, HIERRO Y ACERO;2013;92433,89
Qatar;73 MANUF. DE FUNDIC., HIER./ACERO;2013;845,68
Qatar;74 COBRE Y SUS MANUFACTURAS;2013;
Qatar;75 NÍQUEL Y SUS MANUFACTURAS;2013;
Qatar;76 ALUMINIO Y SUS MANUFACTURAS;2013;2718334,44
Qatar;78 PLOMO Y SUS MANUFACTURAS;2013;
Qatar;79 CINC Y SUS MANUFACTURAS;2013;
Qatar;80 ESTAÑO Y SUS MANUFACTURAS;2013;
Qatar;81 OTROS METAL. COMUNES, CERMETS;2013;
Qatar;82 HERRAMIEN. Y CUCHILL. METÁLIC.;2013;7061,48
Qatar;83 MANUFACT. DIVERSAS DE METALES;2013;1922,41
Qatar;84 MÁQUINAS Y APARATOS MECÁNICOS;2013;46908,91
Qatar;85 APARATOS Y MATERIAL ELÉCTRICOS;2013;176105,81
Qatar;86 VEHÍCULOS, MATERIAL FERROVIARI;2013;
Qatar;87 VEHÍCULOS AUTOMÓVILES, TRACTOR;2013;157073,93
Qatar;88 AERONAVES, VEHÍCULOS ESPACIALE;2013;1007,44
Qatar;89 BARCOS Y EMBARCACIONES;2013;6727,04
Qatar;90 APARATOS ÓPTICOS, MEDIDA, MÉDI;2013;142373,41
Qatar;91 RELOJERÍA;2013;
Qatar;92 INSTRUMENTOS MUSICALES;2013;
Qatar;93 ARMAS Y MUNICIONES, ACCESORIOS;2013;
Qatar;94 MUEBLES, SILLAS, LÁMPARAS;2013;5083,26
Qatar;95 JUGUETES, JUEGOS, ARTÍC. DEPOR;2013;207,18
Qatar;96 MANUFACTURAS DIVERSAS;2013;451,93
Qatar;97 OBJETOS DE ARTE, ANTIGUEDADES;2013;2121,35
Qatar;98 CONJUNT. INDUST., REGL. 840/96;2013;
Qatar;99 CONJUNT. DE OTROS PRODUCTOS;2013;98515,6
República de Corea;00 COMERCIO CONFIDENCIAL;2013;
República de Corea;01 ANIMALES VIVOS;2013;184976,02
República de Corea;02 CARNE Y DESPOJOS COMESTIBLES;2013;
República de Corea;03 PESCADOS, CRUSTÁCEOS, MOLUSCOS;2013;17020321,64
República de Corea;04 LECHE, PRODUCTOS LÁCTEOS, HUEV;2013;
República de Corea;05 OTROS PRODUCTOS DE ORIGEN ANIM;2013;
República de Corea;06 PLANTAS VIVAS, PRO. FLORICULTU;2013;62132,46
República de Corea;07 LEGUMBRES, HORTALIZAS, S/ CONS;2013;525756,29
República de Corea;08 FRUTAS /FRUTOS, S/ CONSERVAR;2013;
República de Corea;09 CAFÉ, TÉ, YERBA MATE Y ESPECIA;2013;55784,15
República de Corea;10 CEREALES;2013;283,57
República de Corea;11 PRODUC. DE LA MOLINERÍA, MALTA;2013;31592,77
República de Corea;12 SEMILLAS OLEAGI., PLANTAS INDU;2013;414818,98
República de Corea;13 JUGOS Y EXTRACTOS VEGETALES;2013;296478,2
República de Corea;14 MATERIAS TRENZABLES;2013;28559,8
República de Corea;15 GRASAS, ACEITE ANIMAL O VEGETA;2013;561257,93
República de Corea;16 CONSERVAS DE CARNE O PESCADO;2013;3650539,52
República de Corea;17 AZÚCARES, ARTÍCULOS CONFITERÍA;2013;1528031,34
